learnable	normalized	partOfSpeech	source
написано	napisano		Duolingo
написать	napisat'		Duolingo
напишет	napishet		Duolingo
напиши	napishi		Duolingo
напишите	napishite		Duolingo
напишу	napishu		Duolingo
напишут	napishut		Duolingo
направо	napravo		Duolingo
нарезать	narezat'		Duolingo
нарисовал	narisoval		Duolingo
нарисовала	narisovala		Duolingo
нарисуем	narisuem		Duolingo
нарисует	narisuet		Duolingo
нарисуешь	narisuesh'		Duolingo
нарисуй	narisui		Duolingo
нарисуйте	narisuite		Duolingo
нарисую	narisuiu		Duolingo
народу	narodu		Duolingo
нас	nas		Duolingo
население	naselenie		Duolingo
настоящая	nastoiashchaia		Duolingo
настоящего	nastoiashchego		Duolingo
настоящие	nastoiashchie		Duolingo
настоящий	nastoiashchii		Duolingo
настройки	nastroiki		Duolingo
наука	nauka		Duolingo
науке	nauke		Duolingo
наукой	naukoi		Duolingo
научилась	nauchilas'		Duolingo
научились	nauchilis'		Duolingo
научился	nauchilsia		Duolingo
научится	nauchitsia		Duolingo
научиться	nauchit'sia		Duolingo
научишься	nauchish'sia		Duolingo
научусь	nauchus'		Duolingo
наушники	naushniki		Duolingo
находимся	nakhodimsia		Duolingo
находитесь	nakhodites'		Duolingo
находится	nakhoditsia		Duolingo
находятся	nakhodiatsia		Duolingo
начал	nachal		Duolingo
начала	nachala		Duolingo
началась	nachalas'		Duolingo
начале	nachale		Duolingo
начали	nachali		Duolingo
начало	nachalo		Duolingo
начальник	nachal'nik		Duolingo
начальника	nachal'nika		Duolingo
начинается	nachinaetsia		Duolingo
начинаются	nachinaiutsia		Duolingo
начнём	nachnem		Duolingo
начнёт	nachnet		Duolingo
начнётся	nachnetsia		Duolingo
начну	nachnu		Duolingo
наш	nash		Duolingo
наша	nasha		Duolingo
наше	nashe		Duolingo
нашего	nashego		Duolingo
нашей	nashei		Duolingo
нашёл	nashel		Duolingo
нашем	nashem		Duolingo
наши	nashi		Duolingo
нашла	nashla		Duolingo
нашу	nashu		Duolingo
не	ne		Duolingo
не о чем	ne o chem		Duolingo
не подумав	ne podumav		Duolingo
не с кем	ne s kem		Duolingo
небе	nebe		Duolingo
небо	nebo		Duolingo
неверно	neverno		Duolingo
неверный	nevernyi		Duolingo
негде	negde		Duolingo
него	nego		Duolingo
недель	nedel'		Duolingo
неделя	nedelia		Duolingo
недостаточно	nedostatochno		Duolingo
неё	nee		Duolingo
незачем	nezachem		Duolingo
неизвестно	neizvestno		Duolingo
ней	nei		Duolingo
некогда	nekogda		Duolingo
некого	nekogo		Duolingo
некому	nekomu		Duolingo
некуда	nekuda		Duolingo
нельзя	nel'zia		Duolingo
нём	nem		Duolingo
немец	nemets		Duolingo
немецки	nemetski		Duolingo
немецкий	nemetskii		Duolingo
немка	nemka		Duolingo
немного	nemnogo		Duolingo
непонятно	neponiatno		Duolingo
неправильно	nepravil'no		Duolingo
неправильный	nepravil'nyi		Duolingo
несколько	neskol'ko		Duolingo
несмотря на	nesmotria na		Duolingo
нет	net		Duolingo
нету	netu		Duolingo
неудивительно	neudivitel'no		Duolingo
неудобный	neudobnyi		Duolingo
нечего	nechego		Duolingo
ни	ni		Duolingo
нигде	nigde		Duolingo
низ	niz		Duolingo
никогда	nikogda		Duolingo
никому	nikomu		Duolingo
никто	nikto		Duolingo
ним	nim		Duolingo
ними	nimi		Duolingo
них	nikh		Duolingo
ничего	nichego		Duolingo
но	no		Duolingo
новая	novaia		Duolingo
нового	novogo		Duolingo
новой	novoi		Duolingo
новость	novost'		Duolingo
новую	novuiu		Duolingo
новый	novyi		Duolingo
ног	nog		Duolingo
нога	noga		Duolingo
ноги	nogi		Duolingo
нож	nozh		Duolingo
ножей	nozhei		Duolingo
ножи	nozhi		Duolingo
нормальная	normal'naia		Duolingo
нормальные	normal'nye		Duolingo
нормальный	normal'nyi		Duolingo
нос	nos		Duolingo
носы	nosy		Duolingo
ночи	nochi		Duolingo
ночь	noch'		Duolingo
ночью	noch'iu		Duolingo
ноябрь	noiabr'		Duolingo
ноября	noiabria		Duolingo
нравится	nravitsia		Duolingo
нравятся	nraviatsia		Duolingo
нужен	nuzhen		Duolingo
нужна	nuzhna		Duolingo
нужно	nuzhno		Duolingo
нужны	nuzhny		Duolingo
о	o		Duolingo
об	ob		Duolingo
оба	oba		Duolingo
обе	obe		Duolingo
обед	obed		Duolingo
обедать	obedat'		Duolingo
обо	obo		Duolingo
обсудили	obsudili		Duolingo
обсудить	obsudit'		Duolingo
обсуждаем	obsuzhdaem		Duolingo
обсуждаете	obsuzhdaete		Duolingo
обсуждать	obsuzhdat'		Duolingo
обсуждают	obsuzhdaiut		Duolingo
обуви	obuvi		Duolingo
обувь	obuv'		Duolingo
общая	obshchaia		Duolingo
общее	obshchee		Duolingo
общественного	obshchestvennogo		Duolingo
общественный	obshchestvennyi		Duolingo
общий	obshchii		Duolingo
объясни	ob'iasni		Duolingo
объяснил	ob'iasnil		Duolingo
объяснит	ob'iasnit		Duolingo
объясните	ob'iasnite		Duolingo
объяснить	ob'iasnit'		Duolingo
объясняет	ob'iasniaet		Duolingo
объясняется	ob'iasniaetsia		Duolingo
объяснял	ob'iasnial		Duolingo
объясняла	ob'iasniala		Duolingo
объяснять	ob'iasniat'		Duolingo
объясняю	ob'iasniaiu		Duolingo
объясняются	ob'iasniaiutsia		Duolingo
обычно	obychno		Duolingo
обычного	obychnogo		Duolingo
обычный	obychnyi		Duolingo
овощи	ovoshchi		Duolingo
огромная	ogromnaia		Duolingo
огромный	ogromnyi		Duolingo
огурец	ogurets		Duolingo
огурца	ogurtsa		Duolingo
огурцы	ogurtsy		Duolingo
одеваемся	odevaemsia		Duolingo
одевается	odevaetsia		Duolingo
одеваешься	odevaesh'sia		Duolingo
одевалась	odevalas'		Duolingo
одеваюсь	odevaius'		Duolingo
одевшись	odevshis'		Duolingo
одежда	odezhda		Duolingo
одежду	odezhdu		Duolingo
один	odin		Duolingo
один и тот же	odin i tot zhe		Duolingo
одинаковые	odinakovye		Duolingo
одинаковый	odinakovyi		Duolingo
одинаковых	odinakovykh		Duolingo
одиннадцатое	odinnadtsatoe		Duolingo
одиннадцатый	odinnadtsatyi		Duolingo
одиннадцать	odinnadtsat'		Duolingo
одна	odna		Duolingo
одно	odno		Duolingo
одного и того же	odnogo i togo zhe		Duolingo
одном и том же	odnom i tom zhe		Duolingo
озёра	ozera		Duolingo
озере	ozere		Duolingo
озеро	ozero		Duolingo
оказалась	okazalas'		Duolingo
оказались	okazalis'		Duolingo
оказалось	okazalos'		Duolingo
окна	okna		Duolingo
окно	okno		Duolingo
окном	oknom		Duolingo
около	okolo		Duolingo
окончил	okonchil		Duolingo
окончила	okonchila		Duolingo
окончили	okonchili		Duolingo
октябре	oktiabre		Duolingo
октябрь	oktiabr'		Duolingo
он	on		Duolingo
она	ona		Duolingo
они	oni		Duolingo
опаздывает	opazdyvaet		Duolingo
опаздываешь	opazdyvaesh'		Duolingo
опаздывал	opazdyval		Duolingo
опаздывала	opazdyvala		Duolingo
опаздываю	opazdyvaiu		Duolingo
опера	opera		Duolingo
опере	opere		Duolingo
оперой	operoi		Duolingo
оперы	opery		Duolingo
описана	opisana		Duolingo
описывает	opisyvaet		Duolingo
опоздал	opozdal		Duolingo
опоздала	opozdala		Duolingo
оппозиции	oppozitsii		Duolingo
опыт	opyt		Duolingo
опыта	opyta		Duolingo
опять	opiat'		Duolingo
организовала	organizovala		Duolingo
организовали	organizovali		Duolingo
оркестр	orkestr		Duolingo
оркестром	orkestrom		Duolingo
оружие	oruzhie		Duolingo
осени	oseni		Duolingo
осенние	osennie		Duolingo
осенних	osennikh		Duolingo
осень	osen'		Duolingo
осенью	osen'iu		Duolingo
осматривает	osmatrivaet		Duolingo
осматривал	osmatrival		Duolingo
осматривали	osmatrivali		Duolingo
осматривают	osmatrivaiut		Duolingo
осмотреть	osmotret'		Duolingo
осталась	ostalas'		Duolingo
осталось	ostalos'		Duolingo
остался	ostalsia		Duolingo
остановилась	ostanovilas'		Duolingo
остановилось	ostanovilos'		Duolingo
остановился	ostanovilsia		Duolingo
остановиться	ostanovit'sia		Duolingo
остановка	ostanovka		Duolingo
остановки	ostanovki		Duolingo
от	ot		Duolingo
ответ	otvet		Duolingo
ответа	otveta		Duolingo
ответил	otvetil		Duolingo
ответила	otvetila		Duolingo
ответили	otvetili		Duolingo
ответить	otvetit'		Duolingo
ответы	otvety		Duolingo
отвечаем	otvechaem		Duolingo
отвечает	otvechaet		Duolingo
отвечаю	otvechaiu		Duolingo
отдела	otdela		Duolingo
отделе	otdele		Duolingo
отдохнули	otdokhnuli		Duolingo
отдохнуть	otdokhnut'		Duolingo
отдыхаем	otdykhaem		Duolingo
отдыхает	otdykhaet		Duolingo
отдыхать	otdykhat'		Duolingo
отдыхаю	otdykhaiu		Duolingo
отец	otets		Duolingo
открой	otkroi		Duolingo
откройте	otkroite		Duolingo
открываем	otkryvaem		Duolingo
открывает	otkryvaet		Duolingo
открывается	otkryvaetsia		Duolingo
открываю	otkryvaiu		Duolingo
открыл	otkryl		Duolingo
открылась	otkrylas'		Duolingo
открыли	otkryli		Duolingo
открылось	otkrylos'		Duolingo
открылся	otkrylsia		Duolingo
открыт	otkryt		Duolingo
открыта	otkryta		Duolingo
открыто	otkryto		Duolingo
открыть	otkryt'		Duolingo
откуда	otkuda		Duolingo
отличается	otlichaetsia		Duolingo
отличаются	otlichaiutsia		Duolingo
отлично	otlichno		Duolingo
отличное	otlichnoe		Duolingo
отличный	otlichnyi		Duolingo
отойди	otoidi		Duolingo
отойдите	otoidite		Duolingo
отправил	otpravil		Duolingo
отправила	otpravila		Duolingo
отправить	otpravit'		Duolingo
отпуск	otpusk		Duolingo
отпуска	otpuska		Duolingo
отпуске	otpuske		Duolingo
отрежь	otrezh'		Duolingo
отрезала	otrezala		Duolingo
отца	ottsa		Duolingo
отце	ottse		Duolingo
отцы	ottsy		Duolingo
офис	ofis		Duolingo
офиса	ofisa		Duolingo
офисе	ofise		Duolingo
офисы	ofisy		Duolingo
официант	ofitsiant		Duolingo
официанткой	ofitsiantkoi		Duolingo
официантом	ofitsiantom		Duolingo
очень	ochen'		Duolingo
очки	ochki		Duolingo
очков	ochkov		Duolingo
ошибка	oshibka		Duolingo
ошибку	oshibku		Duolingo
ошибок	oshibok		Duolingo
пакет	paket		Duolingo
палец	palets		Duolingo
пальто	pal'to		Duolingo
пальцев	pal'tsev		Duolingo
памятник	pamiatnik		Duolingo
памятнику	pamiatniku		Duolingo
память	pamiat'		Duolingo
папа	papa		Duolingo
папе	pape		Duolingo
папой	papoi		Duolingo
папу	papu		Duolingo
папы	papy		Duolingo
парень	paren'		Duolingo
парк	park		Duolingo
парка	parka		Duolingo
парке	parke		Duolingo
парки	parki		Duolingo
парку	parku		Duolingo
парламент	parlament		Duolingo
парламента	parlamenta		Duolingo
пароль	parol'		Duolingo
партии	partii		Duolingo
партий	partii		Duolingo
партия	partiia		Duolingo
партнёр	partner		Duolingo
партнёром	partnerom		Duolingo
пациент	patsient		Duolingo
пациента	patsienta		Duolingo
пациентов	patsientov		Duolingo
пей	pei		Duolingo
пейте	peite		Duolingo
пел	pel		Duolingo
пела	pela		Duolingo
пели	peli		Duolingo
пельмени	pel'meni		Duolingo
первом	pervom		Duolingo
первый	pervyi		Duolingo
перевод	perevod		Duolingo
переводим	perevodim		Duolingo
переводит	perevodit		Duolingo
переводом	perevodom		Duolingo
переводчик	perevodchik		Duolingo
переводчика	perevodchika		Duolingo
переводчиком	perevodchikom		Duolingo
переводы	perevody		Duolingo
перевожу	perevozhu		Duolingo
перед	pered		Duolingo
передай	peredai		Duolingo
передайте	peredaite		Duolingo
передача	peredacha		Duolingo
передачу	peredachu		Duolingo
передумаем	peredumaem		Duolingo
передумаешь	peredumaesh'		Duolingo
передумал	peredumal		Duolingo
передумала	peredumala		Duolingo
переедем	pereedem		Duolingo
перееду	pereedu		Duolingo
переехала	pereekhala		Duolingo
переехали	pereekhali		Duolingo
перезвонил	perezvonil		Duolingo
перезвоните	perezvonite		Duolingo
перезвоню	perezvoniu		Duolingo
переоделась	pereodelas'		Duolingo
переодеться	pereodet'sia		Duolingo
перестал	perestal		Duolingo
перестала	perestala		Duolingo
перестали	perestali		Duolingo
перестань	perestan'		Duolingo
переходите	perekhodite		Duolingo
переходишь	perekhodish'		Duolingo
перехожу	perekhozhu		Duolingo
перец	perets		Duolingo
перца	pertsa		Duolingo
песен	pesen		Duolingo
песни	pesni		Duolingo
песню	pesniu		Duolingo
песня	pesnia		Duolingo
петербург	peterburg		Duolingo
петербурга	peterburga		Duolingo
петербурге	peterburge		Duolingo
печенье	pechen'e		Duolingo
печенья	pechen'ia		Duolingo
пешком	peshkom		Duolingo
пианино	pianino		Duolingo
пианист	pianist		Duolingo
пианиста	pianista		Duolingo
пива	piva		Duolingo
пиво	pivo		Duolingo
писал	pisal		Duolingo
писала	pisala		Duolingo
писатель	pisatel'		Duolingo
писателю	pisateliu		Duolingo
писателя	pisatelia		Duolingo
писать	pisat'		Duolingo
письма	pis'ma		Duolingo
письмо	pis'mo		Duolingo
пить	pit'		Duolingo
пицца	pitstsa		Duolingo
пишет	pishet		Duolingo
пишешь	pishesh'		Duolingo
пиши	pishi		Duolingo
пишите	pishite		Duolingo
пишу	pishu		Duolingo
пишущая	pishushchaia		Duolingo
пишущий	pishushchii		Duolingo
плаваем	plavaem		Duolingo
плаваете	plavaete		Duolingo
плавай	plavai		Duolingo
плавайте	plavaite		Duolingo
плавать	plavat'		Duolingo
план	plan		Duolingo
планета	planeta		Duolingo
планеты	planety		Duolingo
планов	planov		Duolingo
плану	planu		Duolingo
планы	plany		Duolingo
платить	platit'		Duolingo
платье	plat'e		Duolingo
плеер	pleer		Duolingo
плеера	pleera		Duolingo
плееры	pleery		Duolingo
плите	plite		Duolingo
плиту	plitu		Duolingo
плохая	plokhaia		Duolingo
плохие	plokhie		Duolingo
плохо	plokho		Duolingo
плохой	plokhoi		Duolingo
плохую	plokhuiu		Duolingo
площади	ploshchadi		Duolingo
площадь	ploshchad'		Duolingo
площадью	ploshchad'iu		Duolingo
плывёт	plyvet		Duolingo
плыву	plyvu		Duolingo
плывут	plyvut		Duolingo
плыла	plyla		Duolingo
плюс	plius		Duolingo
пляж	pliazh		Duolingo
пляже	pliazhe		Duolingo
по	po		Duolingo
по мнению	po mneniiu		Duolingo
по словам	po slovam		Duolingo
по-вашему	po-vashemu		Duolingo
по-моему	po-moemu		Duolingo
по-твоему	po-tvoemu		Duolingo
победила	pobedila		Duolingo
победит	pobedit		Duolingo
победить	pobedit'		Duolingo
побежал	pobezhal		Duolingo
побежала	pobezhala		Duolingo
побежали	pobezhali		Duolingo
поблагодарил	poblagodaril		Duolingo
поблагодарили	poblagodarili		Duolingo
поблагодарить	poblagodarit'		Duolingo
побольше	pobol'she		Duolingo
повар	povar		Duolingo
повара	povara		Duolingo
повернул	povernul		Duolingo
повернула	povernula		Duolingo
повернули	povernuli		Duolingo
повернуть	povernut'		Duolingo
повесил	povesil		Duolingo
повесили	povesili		Duolingo
повесить	povesit'		Duolingo
повесь	poves'		Duolingo
повтори	povtori		Duolingo
повторите	povtorite		Duolingo
повторить	povtorit'		Duolingo
поговори	pogovori		Duolingo
поговорим	pogovorim		Duolingo
поговорит	pogovorit		Duolingo
поговорите	pogovorite		Duolingo
погода	pogoda		Duolingo
под	pod		Duolingo
подарил	podaril		Duolingo
подарили	podarili		Duolingo
подарки	podarki		Duolingo
подарок	podarok		Duolingo
подарю	podariu		Duolingo
подо	podo		Duolingo
подождать	podozhdat'		Duolingo
подожди	podozhdi		Duolingo
подозреваете	podozrevaete		Duolingo
подозревать	podozrevat'		Duolingo
подозревают	podozrevaiut		Duolingo
подойди	podoidi		Duolingo
подошёл	podoshel		Duolingo
подошли	podoshli		Duolingo
поезд	poezd		Duolingo
поезда	poezda		Duolingo
поезде	poezde		Duolingo
поел	poel		Duolingo
поесть	poest'		Duolingo
поёт	poet		Duolingo
поехал	poekhal		Duolingo
поехала	poekhala		Duolingo
поехали	poekhali		Duolingo
поёшь	poesh'		Duolingo
пожалуйста	pozhaluista		Duolingo
позавтракал	pozavtrakal		Duolingo
позавтракали	pozavtrakali		Duolingo
позавтракать	pozavtrakat'		Duolingo
позавчера	pozavchera		Duolingo
позвони	pozvoni		Duolingo
позвонила	pozvonila		Duolingo
позвонили	pozvonili		Duolingo
позвоните	pozvonite		Duolingo
позвонить	pozvonit'		Duolingo
поздно	pozdno		Duolingo
поздравляю	pozdravliaiu		Duolingo
познакомился	poznakomilsia		Duolingo
познакомиться	poznakomit'sia		Duolingo
поиск	poisk		Duolingo
пойдём	poidem		Duolingo
пойдёт	poidet		Duolingo
пойду	poidu		Duolingo
поймёшь	poimesh'		Duolingo
пойти	poiti		Duolingo
пока	poka		Duolingo
покажу	pokazhu		Duolingo
показал	pokazal		Duolingo
показали	pokazali		Duolingo
показалось	pokazalos'		Duolingo
показывает	pokazyvaet		Duolingo
показывал	pokazyval		Duolingo
показывала	pokazyvala		Duolingo
показываю	pokazyvaiu		Duolingo
показывают	pokazyvaiut		Duolingo
покупаем	pokupaem		Duolingo
покупает	pokupaet		Duolingo
покупать	pokupat'		Duolingo
покупаю	pokupaiu		Duolingo
покупают	pokupaiut		Duolingo
пол	pol		Duolingo
полгода	polgoda		Duolingo
полезную	poleznuiu		Duolingo
полезный	poleznyi		Duolingo
политик	politik		Duolingo
политика	politika		Duolingo
политиков	politikov		Duolingo
полиции	politsii		Duolingo
полиция	politsiia		Duolingo
полка	polka		Duolingo
полке	polke		Duolingo
полки	polki		Duolingo
полная	polnaia		Duolingo
полный	polnyi		Duolingo
половина	polovina		Duolingo
половину	polovinu		Duolingo
положи	polozhi		Duolingo
положил	polozhil		Duolingo
положила	polozhila		Duolingo
положите	polozhite		Duolingo
полотенца	polotentsa		Duolingo
полотенце	polotentse		Duolingo
полу	polu		Duolingo
получил	poluchil		Duolingo
получили	poluchili		Duolingo
получит	poluchit		Duolingo
получите	poluchite		Duolingo
получу	poluchu		Duolingo
польский	pol'skii		Duolingo
польского	pol'skogo		Duolingo
польском	pol'skom		Duolingo
польскую	pol'skuiu		Duolingo
польша	pol'sha		Duolingo
польше	pol'she		Duolingo
польшу	pol'shu		Duolingo
полюс	polius		Duolingo
полюсе	poliuse		Duolingo
поменьше	pomen'she		Duolingo
помидоров	pomidorov		Duolingo
помидоры	pomidory		Duolingo
помнил	pomnil		Duolingo
помнила	pomnila		Duolingo
помнили	pomnili		Duolingo
помнит	pomnit		Duolingo
помню	pomniu		Duolingo
помнят	pomniat		Duolingo
помогает	pomogaet		Duolingo
помогаешь	pomogaesh'		Duolingo
помогать	pomogat'		Duolingo
помогают	pomogaiut		Duolingo
помогла	pomogla		Duolingo
поможем	pomozhem		Duolingo
помой	pomoi		Duolingo
помойте	pomoite		Duolingo
помочь	pomoch'		Duolingo
помощью	pomoshch'iu		Duolingo
помыть	pomyt'		Duolingo
понедельник	ponedel'nik		Duolingo
понедельника	ponedel'nika		Duolingo
понедельникам	ponedel'nikam		Duolingo
понедельнику	ponedel'niku		Duolingo
понимает	ponimaet		Duolingo
понимаешь	ponimaesh'		Duolingo
понимаю	ponimaiu		Duolingo
понимая	ponimaia		Duolingo
понравилась	ponravilas'		Duolingo
понравился	ponravilsia		Duolingo
понравится	ponravitsia		Duolingo
поняла	poniala		Duolingo
поняли	poniali		Duolingo
понятно	poniatno		Duolingo
пообедал	poobedal		Duolingo
пообедать	poobedat'		Duolingo
пообедаю	poobedaiu		Duolingo
попала	popala		Duolingo
попросил	poprosil		Duolingo
попросила	poprosila		Duolingo
пора	pora		Duolingo
пораньше	poran'she		Duolingo
портрет	portret		Duolingo
портретом	portretom		Duolingo
портреты	portrety		Duolingo
посадили	posadili		Duolingo
посадят	posadiat		Duolingo
после	posle		Duolingo
последние	poslednie		Duolingo
последний	poslednii		Duolingo
последняя	posledniaia		Duolingo
послезавтра	poslezavtra		Duolingo
посмотрев	posmotrev		Duolingo
посмотрел	posmotrel		Duolingo
посмотрела	posmotrela		Duolingo
посмотрим	posmotrim		Duolingo
пост	post		Duolingo
поставила	postavila		Duolingo
поставили	postavili		Duolingo
поставит	postavit		Duolingo
поставишь	postavish'		Duolingo
поставлю	postavliu		Duolingo
поставь	postav'		Duolingo
поставьте	postav'te		Duolingo
постирать	postirat'		Duolingo
построен	postroen		Duolingo
построено	postroeno		Duolingo
поступил	postupil		Duolingo
поступила	postupila		Duolingo
поступить	postupit'		Duolingo
посуда	posuda		Duolingo
посуду	posudu		Duolingo
потерял	poterial		Duolingo
потеряла	poteriala		Duolingo
потеряли	poteriali		Duolingo
потом	potom		Duolingo
потому	potomu		Duolingo
потратить	potratit'		Duolingo
похожа	pokhozha		Duolingo
похоже	pokhozhe		Duolingo
похожи	pokhozhi		Duolingo
поцеловались	potselovalis'		Duolingo
поцеловался	potselovalsia		Duolingo
почему	pochemu		Duolingo
почта	pochta		Duolingo
почти	pochti		Duolingo
почту	pochtu		Duolingo
пошёл	poshel		Duolingo
пошла	poshla		Duolingo
пошли	poshli		Duolingo
поэт	poet		Duolingo
поэта	poeta		Duolingo
поэтому	poetomu		Duolingo
поэты	poety		Duolingo
пою	poiu		Duolingo
поют	poiut		Duolingo
прав	prav		Duolingo
права	prava		Duolingo
правая	pravaia		Duolingo
правил	pravil		Duolingo
правила	pravila		Duolingo
правило	pravilo		Duolingo
правильно	pravil'no		Duolingo
правильный	pravil'nyi		Duolingo
правительства	pravitel'stva		Duolingo
правительство	pravitel'stvo		Duolingo
право	pravo		Duolingo
правой	pravoi		Duolingo
правую	pravuiu		Duolingo
праздником	prazdnikom		Duolingo
предложение	predlozhenie		Duolingo
предложений	predlozhenii		Duolingo
предложения	predlozheniia		Duolingo
предмет	predmet		Duolingo
президент	prezident		Duolingo
президента	prezidenta		Duolingo
президентом	prezidentom		Duolingo
президенты	prezidenty		Duolingo
прекрасное	prekrasnoe		Duolingo
прекрасные	prekrasnye		Duolingo
прекрасный	prekrasnyi		Duolingo
премьер	prem'er		Duolingo
премьер-министр	prem'er-ministr		Duolingo
премьера	prem'era		Duolingo
преподавала	prepodavala		Duolingo
преподаватель	prepodavatel'		Duolingo
преподаёт	prepodaet		Duolingo
преподаёте	prepodaete		Duolingo
преподают	prepodaiut		Duolingo
преступление	prestuplenie		Duolingo
преступлением	prestupleniem		Duolingo
преступник	prestupnik		Duolingo
преступника	prestupnika		Duolingo
преступники	prestupniki		Duolingo
при	pri		Duolingo
приближается	priblizhaetsia		Duolingo
привет	privet		Duolingo
привидение	prividenie		Duolingo
привидений	prividenii		Duolingo
привидения	privideniia		Duolingo
привык	privyk		Duolingo
привыкла	privykla		Duolingo
привыкли	privykli		Duolingo
привыкнуть	privyknut'		Duolingo
пригласил	priglasil		Duolingo
пригласила	priglasila		Duolingo
пригласили	priglasili		Duolingo
приговорил	prigovoril		Duolingo
приговорили	prigovorili		Duolingo
приготовим	prigotovim		Duolingo
приготовит	prigotovit		Duolingo
приготовить	prigotovit'		Duolingo
приготовленный	prigotovlennyi		Duolingo
приготовлю	prigotovliu		Duolingo
придёте	pridete		Duolingo
приду	pridu		Duolingo
придумал	pridumal		Duolingo
придумать	pridumat'		Duolingo
придумаю	pridumaiu		Duolingo
приедет	priedet		Duolingo
приеду	priedu		Duolingo
приезжать	priezzhat'		Duolingo
приехал	priekhal		Duolingo
приехали	priekhali		Duolingo
прилетела	priletela		Duolingo
прилетели	prileteli		Duolingo
прилетит	priletit		Duolingo
примут	primut		Duolingo
принёс	prines		Duolingo
принеси	prinesi		Duolingo
принесла	prinesla		Duolingo
принести	prinesti		Duolingo
принесу	prinesu		Duolingo
принимает	prinimaet		Duolingo
принимают	prinimaiut		Duolingo
принял	prinial		Duolingo
приняли	priniali		Duolingo
принять	priniat'		Duolingo
природа	priroda		Duolingo
природу	prirodu		Duolingo
приходил	prikhodil		Duolingo
приходили	prikhodili		Duolingo
приходит	prikhodit		Duolingo
прихожу	prikhozhu		Duolingo
пришел	prishel		Duolingo
пришла	prishla		Duolingo
пришли	prishli		Duolingo
пришло	prishlo		Duolingo
приятно	priiatno		Duolingo
приятный	priiatnyi		Duolingo
про	pro		Duolingo
пробежал	probezhal		Duolingo
пробежала	probezhala		Duolingo
пробежали	probezhali		Duolingo
пробежать	probezhat'		Duolingo
пробежит	probezhit		Duolingo
проблем	problem		Duolingo
проблема	problema		Duolingo
пробовал	proboval		Duolingo
пробовала	probovala		Duolingo
пробовали	probovali		Duolingo
пробуем	probuem		Duolingo
пробует	probuet		Duolingo
пробую	probuiu		Duolingo
проведём	provedem		Duolingo
проведёт	provedet		Duolingo
провёл	provel		Duolingo
провела	provela		Duolingo
провели	proveli		Duolingo
проверить	proverit'		Duolingo
проверьте	prover'te		Duolingo
проверю	proveriu		Duolingo
проводим	provodim		Duolingo
проводить	provodit'		Duolingo
проводят	provodiat		Duolingo
программа	programma		Duolingo
программист	programmist		Duolingo
программистом	programmistom		Duolingo
программу	programmu		Duolingo
продавали	prodavali		Duolingo
продавец	prodavets		Duolingo
продавца	prodavtsa		Duolingo
продаёт	prodaet		Duolingo
продаётся	prodaetsia		Duolingo
продал	prodal		Duolingo
продала	prodala		Duolingo
продали	prodali		Duolingo
продам	prodam		Duolingo
продаст	prodast		Duolingo
продать	prodat'		Duolingo
продают	prodaiut		Duolingo
продаются	prodaiutsia		Duolingo
продолжить	prodolzhit'		Duolingo
продукты	produkty		Duolingo
проедем	proedem		Duolingo
проеду	proedu		Duolingo
проектах	proektakh		Duolingo
проекте	proekte		Duolingo
проектом	proektom		Duolingo
проехал	proekhal		Duolingo
проехала	proekhala		Duolingo
проехали	proekhali		Duolingo
проехать	proekhat'		Duolingo
проживёт	prozhivet		Duolingo
прожил	prozhil		Duolingo
прожили	prozhili		Duolingo
проиграл	proigral		Duolingo
проиграли	proigrali		Duolingo
производит	proizvodit		Duolingo
производите	proizvodite		Duolingo
производят	proizvodiat		Duolingo
произойдёт	proizoidet		Duolingo
произошла	proizoshla		Duolingo
произошло	proizoshlo		Duolingo
происхождение	proiskhozhdenie		Duolingo
происхождения	proiskhozhdeniia		Duolingo
пройдём	proidem		Duolingo
пройдёте	proidete		Duolingo
пройти	proiti		Duolingo
пропуск	propusk		Duolingo
пропуска	propuska		Duolingo
пропустила	propustila		Duolingo
пропустили	propustili		Duolingo
пропустит	propustit		Duolingo
просит	prosit		Duolingo
просишь	prosish'		Duolingo
проспал	prospal		Duolingo
просплю	prospliu		Duolingo
прости	prosti		Duolingo
простите	prostite		Duolingo
просто	prosto		Duolingo
простое	prostoe		Duolingo
простой	prostoi		Duolingo
против	protiv		Duolingo
профессии	professii		Duolingo
профессию	professiiu		Duolingo
профессия	professiia		Duolingo
прохладно	prokhladno		Duolingo
проходит	prokhodit		Duolingo
проходите	prokhodite		Duolingo
прохожу	prokhozhu		Duolingo
процесс	protsess		Duolingo
процессы	protsessy		Duolingo
прочитай	prochitai		Duolingo
прочитайте	prochitaite		Duolingo
прочитал	prochital		Duolingo
прочитала	prochitala		Duolingo
прошёл	proshel		Duolingo
прошла	proshla		Duolingo
прошлая	proshlaia		Duolingo
прошли	proshli		Duolingo
прошлый	proshlyi		Duolingo
пруд	prud		Duolingo
пруда	pruda		Duolingo
пруду	prudu		Duolingo
прыгает	prygaet		Duolingo
прыгать	prygat'		Duolingo
прыгают	prygaiut		Duolingo
прямо	priamo		Duolingo
птиц	ptits		Duolingo
птица	ptitsa		Duolingo
птицы	ptitsy		Duolingo
пустая	pustaia		Duolingo
пустой	pustoi		Duolingo
пустыми	pustymi		Duolingo
пусть	pust'		Duolingo
путешествовать	puteshestvovat'		Duolingo
путь	put'		Duolingo
пушек	pushek		Duolingo
